recipeTitle,maybe_not_about_the_recipe,positive_user_describing_changes,positive_user_made_as_written,question,thinks_ingredients_hard_to_find,thinks_recipe_is_flawed_due_to_cooking_time,thinks_recipe_is_flawed_due_to_flavor,thinks_recipe_is_flawed_due_to_technique_or_equipment,thinks_recipe_is_inauthentic,user_responding_to_other_user,url,totalComments
Eggnog Snickerdoodles Recipe,0.02927927927927928,0.5878378378378378,0.1554054054054054,0.06981981981981981,0.006756756756756757,0.02027027027027027,0.07882882882882883,0.04504504504504504,0.0,0.006756756756756757,https://cooking.nytimes.com/recipes/1021715-eggnog-snickerdoodles,444.0
Savory Thai Noodles With Seared Brussels Sprouts Recipe,0.014492753623188406,0.5869565217391305,0.043478260869565216,0.057971014492753624,0.007246376811594203,0.0,0.2391304347826087,0.043478260869565216,0.007246376811594203,0.0,https://cooking.nytimes.com/recipes/1020480-savory-thai-noodles-with-seared-brussels-sprouts,138.0
Peanut Butter Sandwich With Sriracha and Pickles Recipe,0.22413793103448276,0.5862068965517241,0.09482758620689655,0.021551724137931036,0.0,0.0,0.04741379310344827,0.0,0.004310344827586207,0.021551724137931036,https://cooking.nytimes.com/recipes/1020024-peanut-butter-sandwich-with-sriracha-and-pickles,232.0
Delicata Squash Tart With Hot Honey and Pistachios Recipe,0.0,0.5853658536585366,0.04878048780487805,0.0975609756097561,0.0,0.04878048780487805,0.17073170731707318,0.024390243902439025,0.0,0.024390243902439025,https://cooking.nytimes.com/recipes/1027598-delicata-squash-tart-with-hot-honey-and-pistachios,41.0
Winter Minestrone With Cabbage Pesto Recipe,0.024390243902439025,0.5853658536585366,0.08130081300813008,0.08130081300813008,0.0,0.008130081300813009,0.12195121951219512,0.056910569105691054,0.016260162601626018,0.024390243902439025,https://cooking.nytimes.com/recipes/1024921-winter-minestrone-with-cabbage-pesto,123.0
Mexican Hot Chocolate Cookies Recipe,0.015503875968992248,0.5839793281653747,0.0710594315245478,0.10723514211886305,0.0012919896640826874,0.01937984496124031,0.04521963824289406,0.13695090439276486,0.002583979328165375,0.016795865633074936,https://cooking.nytimes.com/recipes/1024782-mexican-hot-chocolate-cookies,774.0
Porcini Ragù Recipe,0.013422818791946308,0.5838926174496645,0.1476510067114094,0.09060402684563758,0.016778523489932886,0.0,0.07046979865771812,0.040268456375838924,0.010067114093959731,0.026845637583892617,https://cooking.nytimes.com/recipes/1026610-porcini-ragu,298.0
Chicken Salad Slaw With Peanuts and Nori Recipe,0.0,0.5833333333333334,0.013888888888888888,0.19444444444444445,0.0,0.0,0.1527777777777778,0.027777777777777776,0.0,0.027777777777777776,https://cooking.nytimes.com/recipes/778605548-chicken-salad-slaw-with-peanuts-and-nori,72.0
Liberian Chicken Gravy Recipe,0.03225806451612903,0.5806451612903226,0.03225806451612903,0.06451612903225806,0.0,0.03225806451612903,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.06451612903225806,https://cooking.nytimes.com/recipes/1022689-liberian-chicken-gravy,31.0
Arrabbiata Sauce Recipe,0.02631578947368421,0.5789473684210527,0.10526315789473684,0.0,0.0,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.02631578947368421,0.0,https://cooking.nytimes.com/recipes/1025368-arrabbiata-sauce,38.0
Pain au Chocolat Recipe,0.0,0.5789473684210527,0.3157894736842105,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,https://cooking.nytimes.com/recipes/1022057-pain-au-chocolat,19.0
"Pasta With White Beans, Olives and Fennel Recipe",0.06060606060606061,0.5757575757575758,0.0,0.18181818181818182,0.0,0.0,0.06060606060606061,0.12121212121212122,0.0,0.0,https://cooking.nytimes.com/recipes/1027428-pasta-with-white-beans-olives-and-fennel,33.0
Kale and Bacon Hash Brown Casserole Recipe,0.05,0.575,0.0,0.15,0.0,0.05,0.125,0.05,0.0,0.0,https://cooking.nytimes.com/recipes/1021038-kale-and-bacon-hash-brown-casserole,40.0
Fruit Crumble Recipe,0.034482758620689655,0.5747126436781609,0.011494252873563218,0.21839080459770116,0.011494252873563218,0.022988505747126436,0.05747126436781609,0.04597701149425287,0.0,0.022988505747126436,https://cooking.nytimes.com/recipes/1025182-fruit-crumble,87.0
Crispy Green Bean and Potato Sabzi Recipe,0.009259259259259259,0.5740740740740741,0.12037037037037036,0.14814814814814814,0.0,0.018518518518518517,0.018518518518518517,0.09259259259259259,0.0,0.018518518518518517,https://cooking.nytimes.com/recipes/1024666-crispy-green-bean-and-potato-sabzi,108.0
Sheet-Pan Ratatouille With Crispy Chickpeas Recipe,0.018518518518518517,0.5740740740740741,0.07407407407407407,0.1111111111111111,0.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.0,0.0,https://cooking.nytimes.com/recipes/1027346-sheet-pan-ratatouille-with-crispy-chickpeas,54.0
Strawberry-Basil Cottage Cheese Bowls Recipe,0.058823529411764705,0.5735294117647058,0.10294117647058823,0.08823529411764706,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1026945-strawberry-basil-cottage-cheese-bowls,68.0
Ham and Cheese Pasta With a Handful of Peas Recipe,0.07766990291262135,0.5728155339805825,0.05825242718446602,0.04854368932038835,0.0,0.0,0.04854368932038835,0.17475728155339806,0.0,0.019417475728155338,https://cooking.nytimes.com/recipes/1020023-ham-and-cheese-pasta-with-a-handful-of-peas,103.0
"Pineapple, Ham and Jalapeño Bites Recipe",0.0,0.5714285714285714,0.07142857142857142,0.21428571428571427,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,https://cooking.nytimes.com/recipes/764613412-pineapple-ham-and-jalapeno-bites,14.0
Pistachio Martini Recipe,0.14285714285714285,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,https://cooking.nytimes.com/recipes/1026371-pistachio-martini,14.0
Fruity Meltaways Recipe,0.05263157894736842,0.5701754385964912,0.043859649122807015,0.09649122807017543,0.008771929824561403,0.017543859649122806,0.08771929824561403,0.08771929824561403,0.0,0.03508771929824561,https://cooking.nytimes.com/recipes/1022675-fruity-meltaways,114.0
Indian-ish Baked Potatoes Recipe,0.06,0.57,0.11,0.07,0.05,0.01,0.04,0.02,0.02,0.05,https://cooking.nytimes.com/recipes/1020153-indian-ish-baked-potatoes,100.0
Gyudon Recipe,0.08620689655172414,0.5689655172413793,0.08620689655172414,0.13793103448275862,0.05172413793103448,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.0,https://cooking.nytimes.com/recipes/1020901-gyudon,58.0
Pad See Ew Recipe,0.08421052631578947,0.5684210526315789,0.08421052631578947,0.07368421052631578,0.021052631578947368,0.0,0.021052631578947368,0.10526315789473684,0.010526315789473684,0.031578947368421054,https://cooking.nytimes.com/recipes/1023043-pad-see-ew,95.0
Lemongrass Chicken Recipe,0.0,0.5671641791044776,0.029850746268656716,0.11940298507462686,0.0,0.0,0.23880597014925373,0.029850746268656716,0.0,0.014925373134328358,https://cooking.nytimes.com/recipes/1025065-lemongrass-chicken,67.0
Pork Chops in Lemon-Caper Sauce Recipe,0.03283173734610123,0.5663474692202463,0.16279069767441862,0.06429548563611491,0.0,0.04377564979480164,0.046511627906976744,0.0533515731874145,0.012311901504787962,0.017783857729138167,https://cooking.nytimes.com/recipes/1020583-pork-chops-in-lemon-caper-sauce,731.0
Seared Zucchini and Halloumi in Red-Wine Vinaigrette Recipe,0.0,0.5660377358490566,0.1509433962264151,0.1320754716981132,0.0,0.018867924528301886,0.11320754716981132,0.018867924528301886,0.0,0.0,https://cooking.nytimes.com/recipes/779127092-seared-zucchini-and-halloumi-in-red-wine-vinaigrette,53.0
Saffron Pistachio Blondies Recipe,0.02564102564102564,0.5641025641025641,0.09401709401709402,0.08547008547008547,0.0,0.07692307692307693,0.10256410256410256,0.02564102564102564,0.008547008547008548,0.017094017094017096,https://cooking.nytimes.com/recipes/1023010-saffron-pistachio-blondies,117.0
Sausage and Leek Stuffing Recipe,0.0,0.5625,0.22916666666666666,0.125,0.0,0.020833333333333332,0.041666666666666664,0.0,0.0,0.020833333333333332,https://cooking.nytimes.com/recipes/1024793-sausage-and-leek-stuffing,48.0
Veal Chops in Cherry-Pepper Sauce Recipe,0.03125,0.5625,0.0,0.15625,0.03125,0.09375,0.09375,0.0,0.0,0.03125,https://cooking.nytimes.com/recipes/1020700-veal-chops-in-cherry-pepper-sauce,32.0
Flan de Coco (Coconut Flan) Recipe,0.0625,0.5625,0.0,0.25,0.0625,0.0,0.0,0.0625,0.0,0.0,https://cooking.nytimes.com/recipes/1027326-flan-de-coco-coconut-flan,16.0
One-Pot Roasted Squash Soup Recipe,0.051094890510948905,0.5620437956204379,0.0948905109489051,0.08759124087591241,0.0072992700729927005,0.043795620437956206,0.06569343065693431,0.072992700729927,0.0,0.014598540145985401,https://cooking.nytimes.com/recipes/1023934-one-pot-roasted-squash-soup,137.0
Tater Tot Casserole Recipe,0.08064516129032258,0.5604838709677419,0.10483870967741936,0.07661290322580645,0.0,0.004032258064516129,0.056451612903225805,0.03225806451612903,0.036290322580645164,0.04838709677419355,https://cooking.nytimes.com/recipes/1020916-tater-tot-casserole,248.0
Tobiko Pasta Recipe,0.0,0.56,0.12,0.14,0.02,0.0,0.1,0.04,0.0,0.02,https://cooking.nytimes.com/recipes/1026397-tobiko-pasta,50.0
Changua (Colombian Bread and Egg Soup) Recipe,0.17647058823529413,0.5588235294117647,0.11764705882352941,0.029411764705882353,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,https://cooking.nytimes.com/recipes/1024149-changua-colombian-bread-and-egg-soup,34.0
Red-Cooked Beef Short Ribs Recipe,0.06976744186046512,0.5581395348837209,0.0,0.2558139534883721,0.023255813953488372,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.023255813953488372,https://cooking.nytimes.com/recipes/1022212-red-cooked-beef-short-ribs,43.0
Carrot Muffins With Marmalade Recipe,0.014285714285714285,0.5571428571428572,0.2,0.08571428571428572,0.0,0.0,0.08571428571428572,0.02857142857142857,0.0,0.02857142857142857,https://cooking.nytimes.com/recipes/1027724-carrot-muffins-with-marmalade,70.0
Herby Asparagus Salad With Beets and Prosciutto Recipe,0.0,0.5555555555555556,0.2777777777777778,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,https://cooking.nytimes.com/recipes/1026726-herby-asparagus-salad-with-beets-and-prosciutto,18.0
Microwave Baked Potato Recipe,0.0949367088607595,0.5506329113924051,0.0379746835443038,0.11392405063291139,0.0,0.0379746835443038,0.006329113924050633,0.12025316455696203,0.0,0.0379746835443038,https://cooking.nytimes.com/recipes/1025758-microwave-baked-potato,158.0
Jewish American Pot Roast Recipe,0.06593406593406594,0.5494505494505495,0.07692307692307693,0.12087912087912088,0.0,0.04395604395604396,0.02197802197802198,0.04395604395604396,0.04395604395604396,0.03296703296703297,https://cooking.nytimes.com/recipes/1023955-jewish-american-pot-roast,91.0
Dan Dan Noodles Recipe,0.03225806451612903,0.5483870967741935,0.08064516129032258,0.10483870967741936,0.08064516129032258,0.008064516129032258,0.056451612903225805,0.024193548387096774,0.016129032258064516,0.04838709677419355,https://cooking.nytimes.com/recipes/1027503-dan-dan-noodles,124.0
Spiced Apple Baked Oatmeal Recipe,0.03225806451612903,0.5483870967741935,0.16129032258064516,0.12903225806451613,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1026679-spiced-apple-baked-oatmeal,31.0
Spicy Jalapeño Cheeseburgers Recipe,0.22580645161290322,0.5483870967741935,0.0,0.12903225806451613,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,https://cooking.nytimes.com/recipes/1027307-spicy-jalapeno-cheeseburgers,31.0
Coq au Vin Blanc Meatballs Recipe,0.031578947368421054,0.5473684210526316,0.07368421052631578,0.042105263157894736,0.0,0.010526315789473684,0.15789473684210525,0.09473684210526316,0.021052631578947368,0.021052631578947368,https://cooking.nytimes.com/recipes/1024686-coq-au-vin-blanc-meatballs,95.0
Thai Tea Tres Leches Cake Recipe,0.018867924528301886,0.5471698113207547,0.11320754716981132,0.1509433962264151,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.03773584905660377,0.0,0.05660377358490566,https://cooking.nytimes.com/recipes/1024865-thai-tea-tres-leches-cake,53.0
Skillet Pork Chops With Buttered Corn Recipe,0.0,0.5454545454545454,0.18181818181818182,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/782411347-skillet-pork-chops-with-buttered-corn,11.0
Green Peach Salad With Simple Lime Dressing Recipe,0.045454545454545456,0.5454545454545454,0.18181818181818182,0.045454545454545456,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.09090909090909091,https://cooking.nytimes.com/recipes/1019255-green-peach-salad-with-simple-lime-dressing,22.0
Crispy Tofu Tacos Recipe,0.0160857908847185,0.5442359249329759,0.13404825737265416,0.09651474530831099,0.0,0.06166219839142091,0.04289544235924933,0.10187667560321716,0.0,0.002680965147453083,https://cooking.nytimes.com/recipes/1026900-crispy-tofu-tacos,373.0
Roasted Broccoli and Whipped Tofu With Chile Crisp Crunch Recipe,0.016286644951140065,0.5439739413680782,0.07166123778501629,0.1791530944625407,0.003257328990228013,0.003257328990228013,0.09446254071661238,0.0749185667752443,0.0,0.013029315960912053,https://cooking.nytimes.com/recipes/1026270-roasted-broccoli-and-whipped-tofu-with-chile-crisp-crunch,307.0
Berry Hand Pies Recipe,0.08571428571428572,0.5428571428571428,0.0,0.17142857142857143,0.0,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.0,0.0,https://cooking.nytimes.com/recipes/1021240-berry-hand-pies,35.0
Crispy Tuna Cakes Recipe,0.005319148936170213,0.5425531914893617,0.07446808510638298,0.1702127659574468,0.02127659574468085,0.010638297872340425,0.0851063829787234,0.07446808510638298,0.0,0.015957446808510637,https://cooking.nytimes.com/recipes/1024664-crispy-tuna-cakes,188.0
Skillet Broccoli-Cheddar Rice Recipe,0.03184713375796178,0.5414012738853503,0.06369426751592357,0.10191082802547771,0.0,0.06369426751592357,0.14012738853503184,0.044585987261146494,0.0,0.012738853503184714,https://cooking.nytimes.com/recipes/758042233-skillet-broccoli-cheddar-rice,157.0
Chicken Lo Mein Recipe,0.11475409836065574,0.5409836065573771,0.06557377049180328,0.08196721311475409,0.08196721311475409,0.0,0.03278688524590164,0.03278688524590164,0.0,0.04918032786885246,https://cooking.nytimes.com/recipes/1026362-chicken-lo-mein,61.0
Pistachio Morning Buns Recipe,0.06,0.54,0.12,0.1,0.0,0.06,0.06,0.06,0.0,0.0,https://cooking.nytimes.com/recipes/1022249-pistachio-morning-buns,50.0
Amu’s Chicken Korma Recipe,0.07936507936507936,0.5396825396825397,0.09523809523809523,0.12698412698412698,0.0,0.0,0.09523809523809523,0.031746031746031744,0.015873015873015872,0.015873015873015872,https://cooking.nytimes.com/recipes/1021424-amus-chicken-korma,63.0
Smoked Mackerel Rundown Recipe,0.0,0.5384615384615384,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,https://cooking.nytimes.com/recipes/1025184-smoked-mackerel-rundown,13.0
Spaghetti Stir-Fry With Chicken  Recipe,0.07692307692307693,0.5384615384615384,0.15384615384615385,0.038461538461538464,0.0,0.0,0.038461538461538464,0.07692307692307693,0.0,0.07692307692307693,https://cooking.nytimes.com/recipes/1024945-spaghetti-stir-fry-with-chicken,26.0
Cheesy Frittata Recipe,0.02564102564102564,0.5384615384615384,0.05128205128205128,0.20512820512820512,0.0,0.02564102564102564,0.0,0.10256410256410256,0.05128205128205128,0.0,https://cooking.nytimes.com/recipes/1024573-cheesy-frittata,39.0
Old Bay Tofu Nuggets Recipe,0.018518518518518517,0.5370370370370371,0.14814814814814814,0.09259259259259259,0.0,0.0,0.07407407407407407,0.09259259259259259,0.0,0.037037037037037035,https://cooking.nytimes.com/recipes/774974497-old-bay-tofu-nuggets,54.0
Spicy Marmalade Chicken and Sweet Potatoes Recipe,0.027777777777777776,0.5370370370370371,0.1388888888888889,0.09259259259259259,0.0,0.05555555555555555,0.046296296296296294,0.07407407407407407,0.0,0.027777777777777776,https://cooking.nytimes.com/recipes/1027725-spicy-marmalade-chicken-and-sweet-potatoes,108.0
Oven Chicken Kebabs Recipe,0.024390243902439025,0.5365853658536586,0.04878048780487805,0.21951219512195122,0.0,0.0,0.07317073170731707,0.04878048780487805,0.0,0.04878048780487805,https://cooking.nytimes.com/recipes/1026736-oven-chicken-kebabs,41.0
One-Pot Bean and Tomato Stew With Cod Recipe,0.03571428571428571,0.5357142857142857,0.10714285714285714,0.10714285714285714,0.0,0.03571428571428571,0.17857142857142858,0.0,0.0,0.0,https://cooking.nytimes.com/recipes/1026307-one-pot-bean-and-tomato-stew-with-cod,28.0
San Francisco-Style Vietnamese American Garlic Noodles Recipe,0.08469945355191257,0.5355191256830601,0.10109289617486339,0.08469945355191257,0.00546448087431694,0.004098360655737705,0.1133879781420765,0.03825136612021858,0.01912568306010929,0.01366120218579235,https://cooking.nytimes.com/recipes/1023012-san-francisco-style-vietnamese-american-garlic-noodles,732.0
Macaroni and Peas Recipe,0.034482758620689655,0.5344827586206896,0.10344827586206896,0.06896551724137931,0.0,0.0,0.13793103448275862,0.05172413793103448,0.05172413793103448,0.017241379310344827,https://cooking.nytimes.com/recipes/1025123-macaroni-and-peas,58.0
Velvety Scrambled Eggs Recipe,0.05405405405405406,0.5337837837837838,0.14189189189189189,0.0472972972972973,0.0,0.0,0.14864864864864866,0.0472972972972973,0.0,0.02702702702702703,https://cooking.nytimes.com/recipes/1023773-velvety-scrambled-eggs,148.0
Sticky Rice Cakes With Sausage and Greens Recipe,0.0,0.5333333333333333,0.1,0.06666666666666667,0.03333333333333333,0.0,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.03333333333333333,https://cooking.nytimes.com/recipes/1027267-sticky-rice-cakes-with-sausage-and-greens,30.0
Baked Korean Sweet Potatoes With Scallion-Miso Butter  Recipe,0.13333333333333333,0.5333333333333333,0.2,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,https://cooking.nytimes.com/recipes/1026095-baked-korean-sweet-potatoes-with-scallion-miso-butter,15.0
Roasted Sausages With Chickpeas and Spinach Recipe,0.01834862385321101,0.5321100917431193,0.06422018348623854,0.1651376146788991,0.0,0.01834862385321101,0.10091743119266056,0.05504587155963303,0.0,0.045871559633027525,https://cooking.nytimes.com/recipes/777656134-roasted-sausages-with-chickpeas-and-spinach,109.0
"Gochujang Tofu, Squash and Brussels Sprouts Bowls Recipe",0.0,0.53125,0.03125,0.0625,0.0,0.03125,0.28125,0.0625,0.0,0.0,https://cooking.nytimes.com/recipes/771966116-gochujang-tofu-squash-and-brussels-sprouts-bowls,32.0
Thai Basil Chicken Dumplings With Rice Paper Wrappers Recipe,0.0,0.5308641975308642,0.19753086419753085,0.13580246913580246,0.0,0.012345679012345678,0.012345679012345678,0.1111111111111111,0.0,0.0,https://cooking.nytimes.com/recipes/1027692-thai-basil-chicken-dumplings-with-rice-paper-wrappers,81.0
French Lentil Salad Recipe,0.03038674033149171,0.5303867403314917,0.13535911602209943,0.08011049723756906,0.011049723756906077,0.03591160220994475,0.1270718232044199,0.022099447513812154,0.0027624309392265192,0.024861878453038673,https://cooking.nytimes.com/recipes/1026766-french-lentil-salad,362.0
Chicken à la King Recipe,0.19696969696969696,0.5303030303030303,0.015151515151515152,0.13636363636363635,0.0,0.0,0.07575757575757576,0.030303030303030304,0.0,0.015151515151515152,https://cooking.nytimes.com/recipes/1026730-chicken-a-la-king,66.0
Crunchy Queso Wrap Recipe,0.03529411764705882,0.5294117647058824,0.1,0.14705882352941177,0.011764705882352941,0.0,0.011764705882352941,0.11764705882352941,0.011764705882352941,0.03529411764705882,https://cooking.nytimes.com/recipes/1027001-crunchy-queso-wrap,170.0
Stir-Fried Pork and Plums With Fresh Herbs Recipe,0.029411764705882353,0.5294117647058824,0.07352941176470588,0.19117647058823528,0.0,0.014705882352941176,0.014705882352941176,0.10294117647058823,0.0,0.04411764705882353,https://cooking.nytimes.com/recipes/1027088-stir-fried-pork-and-plums-with-fresh-herbs,68.0
Feta-Ranch Wedge Salad Recipe,0.08333333333333333,0.5277777777777778,0.027777777777777776,0.16666666666666666,0.027777777777777776,0.0,0.1388888888888889,0.027777777777777776,0.0,0.0,https://cooking.nytimes.com/recipes/1027066-feta-ranch-wedge-salad,36.0
Grilled Hamburgers Recipe,0.1111111111111111,0.5277777777777778,0.027777777777777776,0.16666666666666666,0.0,0.0,0.027777777777777776,0.1388888888888889,0.0,0.0,https://cooking.nytimes.com/recipes/1020292-grilled-hamburgers,36.0
Shrimp Saganaki Recipe,0.04395604395604396,0.5274725274725275,0.14285714285714285,0.10989010989010989,0.0,0.08791208791208792,0.01098901098901099,0.03296703296703297,0.01098901098901099,0.03296703296703297,https://cooking.nytimes.com/recipes/1024606-shrimp-saganaki,91.0
Crispy Fish Salad With Parsley and Ciabatta Croutons Recipe,0.05263157894736842,0.5263157894736842,0.05263157894736842,0.2631578947368421,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,https://cooking.nytimes.com/recipes/1027275-crispy-fish-salad-with-parsley-and-ciabatta-croutons,19.0
Jalapeño Grilled Chicken Breasts Recipe,0.0,0.5263157894736842,0.0,0.2631578947368421,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.05263157894736842,https://cooking.nytimes.com/recipes/1026805-jalapeno-grilled-chicken-breasts,19.0
Gombaleves (Creamy Mushroom Soup) Recipe,0.07692307692307693,0.5256410256410257,0.20512820512820512,0.1282051282051282,0.0,0.0,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.0,https://cooking.nytimes.com/recipes/1026416-gombaleves-creamy-mushroom-soup,78.0
Smashed Chicken Meatballs with Suya and Charred Corn Recipe,0.025,0.525,0.1,0.15,0.0125,0.025,0.05,0.0875,0.0,0.025,https://cooking.nytimes.com/recipes/757537928-smashed-chicken-meatballs-with-suya-and-charred-corn,80.0
Tangy Tzatziki Recipe,0.075,0.525,0.05,0.15,0.0,0.0,0.025,0.0,0.15,0.025,https://cooking.nytimes.com/recipes/1026986-tangy-tzatziki,40.0
Smoky Confit Tomato and Lemon Pasta Recipe,0.03571428571428571,0.5238095238095238,0.03571428571428571,0.17857142857142858,0.011904761904761904,0.011904761904761904,0.07142857142857142,0.09523809523809523,0.0,0.03571428571428571,https://cooking.nytimes.com/recipes/1025558-smoky-confit-tomato-and-lemon-pasta,84.0
BBQ Pepper Shrimp Recipe,0.030303030303030304,0.5227272727272727,0.20454545454545456,0.11363636363636363,0.0,0.015151515151515152,0.07575757575757576,0.015151515151515152,0.007575757575757576,0.015151515151515152,https://cooking.nytimes.com/recipes/1026093-bbq-pepper-shrimp,132.0
"Bomdong Bibimbap (Spring Cabbage, Rice and Eggs) Recipe",0.045454545454545456,0.5227272727272727,0.18181818181818182,0.11363636363636363,0.045454545454545456,0.0,0.022727272727272728,0.045454545454545456,0.0,0.022727272727272728,https://cooking.nytimes.com/recipes/774304354-bomdong-bibimbap-spring-cabbage-rice-and-eggs,44.0
Pasta con Palta (Creamy Avocado Pesto Pasta) Recipe,0.029850746268656716,0.5223880597014925,0.0,0.07462686567164178,0.0,0.0,0.22388059701492538,0.07462686567164178,0.029850746268656716,0.04477611940298507,https://cooking.nytimes.com/recipes/1024692-pasta-con-palta-creamy-avocado-pesto-pasta,67.0
Cucumber Sandwiches Recipe,0.16417910447761194,0.5223880597014925,0.029850746268656716,0.05970149253731343,0.0,0.029850746268656716,0.05970149253731343,0.07462686567164178,0.014925373134328358,0.04477611940298507,https://cooking.nytimes.com/recipes/1025443-cucumber-sandwiches,67.0
Gukbap (Beef and Bean Sprout Soup With Rice) Recipe,0.043478260869565216,0.5217391304347826,0.08695652173913043,0.043478260869565216,0.08695652173913043,0.0,0.13043478260869565,0.0,0.08695652173913043,0.0,https://cooking.nytimes.com/recipes/1026299-gukbap-beef-and-bean-sprout-soup-with-rice,23.0
White Chocolate Raspberry Cookies Recipe,0.0,0.5217391304347826,0.09782608695652174,0.25,0.010869565217391304,0.021739130434782608,0.03260869565217391,0.021739130434782608,0.0,0.043478260869565216,https://cooking.nytimes.com/recipes/1026807-white-chocolate-raspberry-cookies,92.0
Homemade Cinnamon Rolls Recipe,0.03365384615384615,0.5192307692307693,0.16826923076923078,0.1778846153846154,0.004807692307692308,0.014423076923076924,0.038461538461538464,0.028846153846153848,0.0,0.014423076923076924,https://cooking.nytimes.com/recipes/1024652-homemade-cinnamon-rolls,208.0
Whipped Coffee Recipe,0.05063291139240506,0.5189873417721519,0.0379746835443038,0.06329113924050633,0.0,0.0,0.17721518987341772,0.08860759493670886,0.02531645569620253,0.0379746835443038,https://cooking.nytimes.com/recipes/1021005-whipped-coffee,79.0
Breakfast Enchiladas Recipe,0.037037037037037035,0.5185185185185185,0.0,0.07407407407407407,0.0,0.2222222222222222,0.037037037037037035,0.0,0.1111111111111111,0.0,https://cooking.nytimes.com/recipes/1027591-breakfast-enchiladas,27.0
"Pasta With Miso, Parmesan and Pickled Peppers Recipe",0.07142857142857142,0.5178571428571429,0.17857142857142858,0.05357142857142857,0.0,0.0,0.08928571428571429,0.07142857142857142,0.0,0.017857142857142856,https://cooking.nytimes.com/recipes/1027429-pasta-with-miso-parmesan-and-pickled-peppers,56.0
Taiwanese Beef Noodle Soup Recipe,0.017857142857142856,0.5178571428571429,0.125,0.125,0.05357142857142857,0.03571428571428571,0.0,0.017857142857142856,0.10714285714285714,0.0,https://cooking.nytimes.com/recipes/1021705-taiwanese-beef-noodle-soup,56.0
Easy Thanksgiving Turkey Recipe,0.034482758620689655,0.5172413793103449,0.13793103448275862,0.20689655172413793,0.0,0.034482758620689655,0.0,0.06896551724137931,0.0,0.0,https://cooking.nytimes.com/recipes/1024797-easy-thanksgiving-turkey,29.0
Sesame Salmon Noodle Bowls With Ponzu Recipe,0.06896551724137931,0.5172413793103449,0.13793103448275862,0.1724137931034483,0.0,0.0,0.034482758620689655,0.0,0.0,0.06896551724137931,https://cooking.nytimes.com/recipes/759780099-sesame-salmon-noodle-bowls-with-ponzu,29.0
Sauerkraut Jeon (Korean Pancakes) Recipe,0.03333333333333333,0.5166666666666667,0.05,0.2,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,https://cooking.nytimes.com/recipes/1021774-sauerkraut-jeon-korean-pancakes,60.0
Butterscotch Banana Cream Pie Recipe,0.03278688524590164,0.5163934426229508,0.13934426229508196,0.11475409836065574,0.03278688524590164,0.01639344262295082,0.06557377049180328,0.04918032786885246,0.0,0.03278688524590164,https://cooking.nytimes.com/recipes/1026222-butterscotch-banana-cream-pie,122.0
Elena Ruz Sandwich Recipe,0.16129032258064516,0.5161290322580645,0.12903225806451613,0.03225806451612903,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.0,0.0967741935483871,0.016129032258064516,https://cooking.nytimes.com/recipes/1022777-elena-ruz-sandwich,62.0
Pork Chops With Onion Gravy Recipe,0.16842105263157894,0.5157894736842106,0.08421052631578947,0.031578947368421054,0.0,0.042105263157894736,0.0,0.09473684210526316,0.0,0.06315789473684211,https://cooking.nytimes.com/recipes/1021956-pork-chops-with-onion-gravy,95.0
"Butternut Squash, Leek and Za’atar Pie Recipe",0.038461538461538464,0.5153846153846153,0.09230769230769231,0.17692307692307693,0.0,0.0,0.06923076923076923,0.07692307692307693,0.0,0.03076923076923077,https://cooking.nytimes.com/recipes/1023626-butternut-squash-leek-and-zaatar-pie,130.0
