,index,author,url,recipeRating,commentBody,ai_guess,groundtruth,commentType,userID,commentRecommendations
19244,0,Yotam Ottolenghi,https://cooking.nytimes.com/recipes/781284295-roasted-nectarine-mess-with-pistachio-dukkah,5(33),made this to the book — but used anise seeds instead of fennel and my grandmother’s garden basil instead of tarragon (because the tarragon at whole foods was hideously rotted). absolutely hit with everyone from my 87 year old grandmother to my 1 year old baby cousin (having a teeny tiny portion of course) to the family dogs who licked it off the baby’s fingers.,positive_user_describing_changes,positive_user_describing_changes,comment,209736739,0
83187,12,Ali Slagle,https://cooking.nytimes.com/recipes/774974792-creamy-cottage-cheese-basil-pasta,"5(1,644)","Did anyone else find that when incorporating the sauce into the pasta, it coagulated into a pasty, clumpy mess? We didn’t transfer the pasta to a different dish after boiling it, so we’re thinking the heat of the pot maybe caused this to happen? The sauce looked delicious before we began stirring it in!",thinks_recipe_is_flawed_due_to_technique_or_equipment,thinks_recipe_is_flawed_due_to_technique_or_equipment,comment,61654613,0
53644,35,Genevieve Ko,https://cooking.nytimes.com/recipes/1025759-microwave-bacon,4(253),"I buy precooked bacon bits at Costco.  Most of the fat is already cooked out of it.  I just put a power towel under it in a bowl and zap it for 30 seconds.   It's good in omelettes and other dishes that require bacon.   It's not a whole strip, but almost as good.  A bag Lasts months in the fridge and doesn't need to be refrigerated until opened.",positive_user_describing_changes,positive_user_describing_changes,comment,73020475,0
20260,15,Yotam Ottolenghi,https://cooking.nytimes.com/recipes/1026665-spiced-pea-stew-with-yogurt,5(980),"Delicious! I only had Japanese sweet potatoes on hand, so I used those and it was incredible. Followed the rest of the recipe exactly.",positive_user_describing_changes,positive_user_describing_changes,comment,263587274,0
97730,39,Alexa Weibel,https://cooking.nytimes.com/recipes/1020746-easiest-chicken-noodle-soup,"4(9,619)","This was a really nice meal! I used lean ground chicken, so the 5T of oil was absolutely necessary. I doubled the shallots, carrots, and celery, and added an extra garlic clove. I also added slightly less cavatelli, and used sour cream at the end rather than creme fraiche - was really nice with the dill and lemon.",positive_user_describing_changes,positive_user_describing_changes,comment,80234673,0
69607,3,Genevieve Ko,https://cooking.nytimes.com/recipes/1022205-hot-dogs-with-pico-de-gallo,4(619),"At the risk of offending all the appreciative commentators here, I say no (with good humor)!  I've had lots of nonsense on a hotdog, especially here in Chicago where pickles and tomatoes are bafflingly common.  Again, no! Onion, mustard, and relish only!",thinks_recipe_is_flawed_due_to_flavor,thinks_recipe_is_flawed_due_to_flavor,comment,56895306,29
65921,20,Melissa Clark,https://cooking.nytimes.com/recipes/1027371-jalapeno-cheddar-cornbread,5(228),"@Emily — I think the point to melting the butter on the stovetop is that you want to brown the butter. Which, in my opinion, is worth the very little trouble. Overall, though, I found this cornbread quite heavy. If I make it again, I will halve the amount of cheese, just sprinkling it on top a few minutes before taking it out of the oven.",user_responding_to_other_user,user_responding_to_other_user,comment,68398619,1
9420,41,Kay Chun,https://cooking.nytimes.com/recipes/1026305-fragrant-coconut-chicken-and-sweet-potato,"5(4,046)","I didn't have a sweet potato, but I did have butternut squash, which was a very good substitute.  Easy to make, and everyone liked it--will do again",positive_user_describing_changes,positive_user_describing_changes,comment,50116024,3
100672,15,Melissa Clark,https://cooking.nytimes.com/recipes/1027677-sheet-pan-scallion-shrimp-with-crispy-rice,5(958),"If you have teeth issues, probably better to make it as fried rice. Flavor was very good. Will make it in a wok as fried rice.",positive_user_describing_changes,positive_user_describing_changes,comment,95723301,0
3181,19,Alexa Weibel,https://cooking.nytimes.com/recipes/1025325-creamy-spicy-tomato-beans-and-greens,"5(12,771)",Can anyone come up with a good dairy-free version of this amazing-looking dish?,question,question,comment,62189955,0
73914,33,Sohla El-Waylly,https://cooking.nytimes.com/recipes/1023680-white-chocolate-macadamia-nut-cookies,5(828),"I bet they would be even better with walnuts! (Also, because I don’t have any macadamias.)",positive_user_describing_changes,positive_user_describing_changes,comment,21173463,1
38578,12,J. Kenji López-Alt,https://cooking.nytimes.com/recipes/1023970-pizza-sauce-for-chicago-thin-crust-pizza,5(543),Perfection. I'm from Chicago.,positive_user_made_as_written,positive_user_made_as_written,comment,22824197,0
66761,27,Melissa Clark,https://cooking.nytimes.com/recipes/1027513-classic-thanksgiving-turkey,5(610),"I purchased a fresh turkey labeled10 lb plus a few ounces I forgot to note, and proceeded as instructed to dry brine it over 2 days. I just took it out of the fridge and weighed it, and it is 8lb 14oz. I think the initial weight included the giblets and neck, but could some of the difference be water evaporation? Do I cook according to the weight it is now or the weight I started with?",question,question,comment,61844803,0
6987,0,Kay Chun,https://cooking.nytimes.com/recipes/778170186-garlicky-shrimp-with-zucchini-and-beans,5(714),"We couldn't find clam juice at our grocery so we subbed chopped clams in their juices (6oz) which worked out well since we were also short on shrimp. We also didn't rinse the beans. Came out so so good, definitely added to our rotation!",positive_user_describing_changes,positive_user_describing_changes,comment,96813822,1
49212,4,Genevieve Ko,https://cooking.nytimes.com/recipes/775155700-honey-date-bran-muffins,4(127),"@dhwsmith 
I wish the same! I too have tried and failed to find one!  I used to commute on Metro North in the late '80s and early '90s and there was nothing better than that huge bran muffin at the Zaro's kiosk. Alas, I can rarely find a bran muffin anymore at GCT and a NYC deli bran muffin (ahh toasted!) is a distant memory as well...",user_responding_to_other_user,user_responding_to_other_user,comment,72160909,9
5990,39,Alexa Weibel,https://cooking.nytimes.com/recipes/1020746-easiest-chicken-noodle-soup,"4(9,619)","A hit at home with two kids - will be making for a second time this week! 
I used rotisserie chicken instead and it was amazing and quick. The lemon and creme fraiche added flavor and depth.",positive_user_describing_changes,positive_user_describing_changes,comment,86819454,0
15983,14,Eric Kim,https://cooking.nytimes.com/recipes/1027497-mint-chocolate-chip-cookies,"5(1,164)","Im so bummed. I left them in the fridge while we ate dinner and when I took them out to cut, the frosting had separated from the cookie.  So sad.  Still tastes good, but so ugly.",thinks_recipe_is_flawed_due_to_technique_or_equipment,thinks_recipe_is_flawed_due_to_technique_or_equipment,comment,89594307,4
